,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",-1.094,0,0.988283,78,3.592
"Jan 1, 01:00 am",-1.385,0,0.987591,92,3.399
"Jan 1, 02:00 am",-1.492,0,0.986749,117,3.555
"Jan 1, 03:00 am",-1.704,1965.33,0.985917,146,4.23
"Jan 1, 04:00 am",-1.804,10100.4,0.985222,165,6.067
"Jan 1, 05:00 am",-1.415,32600.5,0.984569,167,8.76
"Jan 1, 06:00 am",-1.027,54727.2,0.984048,164,10.906
"Jan 1, 07:00 am",-0.584,58880.9,0.983478,167,11.638
"Jan 1, 08:00 am",-0.644,59659.4,0.982887,168,11.991
"Jan 1, 09:00 am",-0.951,59288.8,0.982201,169,11.787
"Jan 1, 10:00 am",-1.195,58527.3,0.981341,169,11.493
"Jan 1, 11:00 am",-1.474,56478.8,0.9806,169,11.109
"Jan 1, 12:00 pm",-1.657,55096.7,0.979927,169,10.93
"Jan 1, 01:00 pm",-1.73,56889.1,0.979283,170,11.171
"Jan 1, 02:00 pm",-0.739,58578.8,0.978549,174,11.62
"Jan 1, 03:00 pm",0.986,45091.9,0.977918,176,9.996
"Jan 1, 04:00 pm",2.889,37473.1,0.977158,177,9.347
"Jan 1, 05:00 pm",4.599,26166,0.976309,181,8.205
"Jan 1, 06:00 pm",6.052,14773.8,0.975772,181,6.87
"Jan 1, 07:00 pm",7.186,27365.3,0.974855,181,8.365
"Jan 1, 08:00 pm",7.967,13239.9,0.974735,185,6.685
"Jan 1, 09:00 pm",8.078,4365.07,0.974629,184,5.009
"Jan 1, 10:00 pm",5.753,3106.12,0.974462,185,4.649
"Jan 1, 11:00 pm",2.988,3872.68,0.974681,188,4.859
"Jan 2, 12:00 am",2.041,2286.09,0.97499,187,4.341
"Jan 2, 01:00 am",1.651,1576.41,0.975074,191,4.071
"Jan 2, 02:00 am",1.109,0,0.975015,187,3.279
"Jan 2, 03:00 am",0.398,0,0.974979,182,2.661
"Jan 2, 04:00 am",-0.254,0,0.975038,155,1.846
"Jan 2, 05:00 am",-0.432,0,0.975068,122,1.711
"Jan 2, 06:00 am",-0.734,0,0.975066,125,1.753
"Jan 2, 07:00 am",-1.049,0,0.975064,130,2.056
"Jan 2, 08:00 am",-1.143,0,0.974923,114,2.285
"Jan 2, 09:00 am",-1.535,0,0.974935,119,2.663
"Jan 2, 10:00 am",-1.797,0,0.974972,122,2.623
"Jan 2, 11:00 am",-2.013,0,0.975034,104,2.739
"Jan 2, 12:00 pm",-2.146,0,0.975096,100,3.303
"Jan 2, 01:00 pm",-2.127,0,0.97513,107,3.448
"Jan 2, 02:00 pm",-0.267,0,0.975056,122,2.524
"Jan 2, 03:00 pm",2.909,0,0.974864,116,2.357
"Jan 2, 04:00 pm",5.904,0,0.974375,125,2.126
"Jan 2, 05:00 pm",8.358,0,0.973772,138,2.702
"Jan 2, 06:00 pm",9.852,0,0.973214,142,3.082
"Jan 2, 07:00 pm",11.039,0,0.972716,150,3.54
"Jan 2, 08:00 pm",11.795,1227.34,0.972178,157,3.962
"Jan 2, 09:00 pm",12.078,1348.32,0.971682,162,4.003
"Jan 2, 10:00 pm",9.497,0,0.971229,184,3.29
"Jan 2, 11:00 pm",6.391,0,0.970965,165,2.602
"Jan 3, 12:00 am",5.782,3742.59,0.970706,147,4.873
"Jan 3, 01:00 am",5.178,25023.7,0.970561,146,8.165
"Jan 3, 02:00 am",5.418,39450,0.970332,165,9.62
"Jan 3, 03:00 am",5.214,39766.1,0.96994,175,9.628
"Jan 3, 04:00 am",5.111,38215.8,0.969487,166,9.491
"Jan 3, 05:00 am",4.98,52373.3,0.969067,159,10.94
"Jan 3, 06:00 am",7.537,53478.2,0.968693,162,11.1
"Jan 3, 07:00 am",8.853,48812.1,0.96815,160,10.62
"Jan 3, 08:00 am",9.852,52067.5,0.967485,158,11.036
"Jan 3, 09:00 am",11.51,56369.7,0.966788,166,12.751
"Jan 3, 10:00 am",12.031,56234.3,0.966231,167,12.38
"Jan 3, 11:00 am",12.559,54555,0.965827,171,11.391
"Jan 3, 12:00 pm",12.629,45685.9,0.965646,172,10.297
"Jan 3, 01:00 pm",12.964,41962.5,0.965513,172,9.931
"Jan 3, 02:00 pm",13.386,51988.7,0.965441,174,11.01
"Jan 3, 03:00 pm",14.197,54744.4,0.96536,180,11.613
"Jan 3, 04:00 pm",16.136,53986.7,0.965132,187,11.444
"Jan 3, 05:00 pm",17.727,53400.4,0.96488,191,11.36
"Jan 3, 06:00 pm",19.1,50710.7,0.964698,191,10.977
"Jan 3, 07:00 pm",20.257,49589.1,0.964648,189,10.849
"Jan 3, 08:00 pm",20.818,50937.7,0.964795,190,11.049
"Jan 3, 09:00 pm",20.539,42787.8,0.964935,192,10.109
"Jan 3, 10:00 pm",18.438,38018.5,0.965551,200,9.737
"Jan 3, 11:00 pm",15.817,37835,0.966572,211,9.707
"Jan 4, 12:00 am",13.436,39370.1,0.967496,225,9.712
"Jan 4, 01:00 am",12.313,55106.6,0.968936,287,11.538
"Jan 4, 02:00 am",8.695,57072.4,0.970971,341,12.138
"Jan 4, 03:00 am",6.727,37597.4,0.972541,348,9.427
"Jan 4, 04:00 am",5.624,57356.2,0.973718,351,11.773
"Jan 4, 05:00 am",3.436,58503.7,0.974928,351,12.7
"Jan 4, 06:00 am",1.967,58711.6,0.976327,357,12.012
"Jan 4, 07:00 am",0.971,41263.7,0.978074,3,9.68
"Jan 4, 08:00 am",-0.295,58222.4,0.979433,2,11.507
"Jan 4, 09:00 am",-1.439,59898.2,0.980573,359,12.796
"Jan 4, 10:00 am",-2.157,59455.5,0.981515,355,11.773
"Jan 4, 11:00 am",-2.648,59375.7,0.982674,357,11.679
"Jan 4, 12:00 pm",-2.986,60452,0.984005,2,12.309
"Jan 4, 01:00 pm",-3.213,57966.6,0.985242,3,11.247
"Jan 4, 02:00 pm",-3.222,60648,0.986333,8,12.72
"Jan 4, 03:00 pm",-2.424,56516.6,0.987239,7,11.041
"Jan 4, 04:00 pm",-1.621,55461.5,0.9877,7,10.924
"Jan 4, 05:00 pm",-0.73,58982.6,0.987886,7,11.56
"Jan 4, 06:00 pm",0.198,57721.9,0.988236,10,11.283
"Jan 4, 07:00 pm",0.956,53913.3,0.98853,10,10.795
"Jan 4, 08:00 pm",1.424,54614.6,0.988694,10,10.886
"Jan 4, 09:00 pm",1.371,53589.7,0.988813,12,10.771
"Jan 4, 10:00 pm",0.516,49416.7,0.988959,13,10.365
"Jan 4, 11:00 pm",-0.963,51788.7,0.989354,9,10.535
"Jan 5, 12:00 am",-1.538,54139.6,0.98979,10,10.758
"Jan 5, 01:00 am",-1.953,54202,0.990231,15,10.779
"Jan 5, 02:00 am",-2.336,53830.3,0.990359,18,10.77
"Jan 5, 03:00 am",-2.663,43369.9,0.990336,21,9.864
"Jan 5, 04:00 am",-2.92,38522.1,0.99015,25,9.441
"Jan 5, 05:00 am",-3.104,31665.9,0.990084,27,8.768
"Jan 5, 06:00 am",-3.287,23962.7,0.990076,25,7.972
"Jan 5, 07:00 am",-3.461,21146.8,0.990008,23,7.618
