,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",8.151,24941.6,0.973621,300,8.13
"Jan 1, 01:00 am",6.025,44828.2,0.974379,330,10.186
"Jan 1, 02:00 am",4.368,27387.1,0.975723,331,8.443
"Jan 1, 03:00 am",3.005,23181.8,0.976547,334,7.979
"Jan 1, 04:00 am",1.261,31705.9,0.97733,342,8.777
"Jan 1, 05:00 am",0.12,35884.4,0.978248,343,9.137
"Jan 1, 06:00 am",-0.724,23598.5,0.979013,343,7.908
"Jan 1, 07:00 am",-1.623,10373.4,0.979796,333,6.188
"Jan 1, 08:00 am",-2.369,15108.9,0.980449,340,6.902
"Jan 1, 09:00 am",-2.868,12344.6,0.981356,331,6.539
"Jan 1, 10:00 am",-3.467,13620.9,0.982111,328,6.711
"Jan 1, 11:00 am",-4.373,11748.3,0.98293,326,6.361
"Jan 1, 12:00 pm",-4.825,12877,0.983631,329,6.602
"Jan 1, 01:00 pm",-4.883,9597.63,0.984325,327,6.017
"Jan 1, 02:00 pm",-4.555,10729.9,0.985035,325,6.165
"Jan 1, 03:00 pm",-3.861,7890.94,0.985646,326,5.696
"Jan 1, 04:00 pm",-3.061,6735.63,0.98594,323,5.496
"Jan 1, 05:00 pm",-2.173,5684.47,0.986025,320,5.267
"Jan 1, 06:00 pm",-1.216,5364.47,0.986094,315,5.194
"Jan 1, 07:00 pm",-0.333,3565.74,0.986201,313,4.751
"Jan 1, 08:00 pm",0.287,1782.43,0.986313,303,4.16
"Jan 1, 09:00 pm",0.336,3517.5,0.986298,287,4.743
"Jan 1, 10:00 pm",-0.804,5166.22,0.986338,282,5.173
"Jan 1, 11:00 pm",-3.061,7037.01,0.986658,285,5.54
"Jan 2, 12:00 am",-3.441,3910.73,0.987058,300,4.842
"Jan 2, 01:00 am",-3.619,1423.88,0.987475,303,3.988
"Jan 2, 02:00 am",-3.668,0,0.987813,299,3.52
"Jan 2, 03:00 am",-3.653,784.325,0.988142,297,3.691
"Jan 2, 04:00 am",-3.966,1597.05,0.988434,316,4.057
"Jan 2, 05:00 am",-4.336,1875.74,0.988647,332,4.214
"Jan 2, 06:00 am",-4.641,1523.07,0.988966,342,4.033
"Jan 2, 07:00 am",-4.917,0,0.989377,342,3.218
"Jan 2, 08:00 am",-5.313,0,0.98964,329,2.552
"Jan 2, 09:00 am",-5.728,0,0.989934,302,1.826
"Jan 2, 10:00 am",-6.06,0,0.99003,245,1.45
"Jan 2, 11:00 am",-6.215,0,0.990241,208,2.151
"Jan 2, 12:00 pm",-6.457,0,0.990506,186,3.169
"Jan 2, 01:00 pm",-6.645,886.565,0.990461,192,3.727
"Jan 2, 02:00 pm",-4.807,2228.81,0.990416,192,4.288
"Jan 2, 03:00 pm",-2.464,0,0.990309,183,3.429
"Jan 2, 04:00 pm",-0.395,897.24,0.990038,186,3.743
"Jan 2, 05:00 pm",1.296,2912.72,0.989499,197,4.56
"Jan 2, 06:00 pm",2.407,3622.42,0.98903,200,4.806
"Jan 2, 07:00 pm",3.31,6139.72,0.988636,196,5.408
"Jan 2, 08:00 pm",3.863,8347.38,0.988222,195,5.79
"Jan 2, 09:00 pm",3.814,9424.52,0.987703,195,5.997
"Jan 2, 10:00 pm",0.64,13351.5,0.98719,191,6.625
"Jan 2, 11:00 pm",-2.469,22738.1,0.986905,184,7.739
"Jan 3, 12:00 am",-2.601,36231.5,0.986798,185,9.058
"Jan 3, 01:00 am",-3.535,42367.4,0.986707,192,9.681
"Jan 3, 02:00 am",-3.893,44579.8,0.986393,196,9.894
"Jan 3, 03:00 am",-3.839,37139.9,0.986234,190,9.144
"Jan 3, 04:00 am",-4.286,44500.3,0.985953,191,9.849
"Jan 3, 05:00 am",-3.447,47502.7,0.985646,191,10.097
"Jan 3, 06:00 am",-3.148,50163.6,0.9855,189,10.377
"Jan 3, 07:00 am",-3.405,50870.1,0.985422,186,10.438
"Jan 3, 08:00 am",-3.239,55910.1,0.98518,183,10.965
"Jan 3, 09:00 am",-3.149,46237.4,0.984745,178,10.009
"Jan 3, 10:00 am",-3.304,50592.7,0.984157,177,10.427
"Jan 3, 11:00 am",-3.166,59321,0.983684,175,11.586
"Jan 3, 12:00 pm",-2.997,59278.8,0.983113,173,11.593
"Jan 3, 01:00 pm",-2.718,58842.5,0.98273,173,11.458
"Jan 3, 02:00 pm",-0.949,59805.3,0.982219,178,12.096
"Jan 3, 03:00 pm",1.615,55808.2,0.981725,183,11.107
"Jan 3, 04:00 pm",3.835,35708.7,0.981123,184,9.121
"Jan 3, 05:00 pm",5.945,41145.5,0.980485,191,9.72
"Jan 3, 06:00 pm",7.314,36514.7,0.980025,194,9.303
"Jan 3, 07:00 pm",8.287,30357.9,0.97968,195,8.688
"Jan 3, 08:00 pm",8.871,24901.2,0.979334,197,8.143
"Jan 3, 09:00 pm",8.539,19596.4,0.979148,193,7.472
"Jan 3, 10:00 pm",5.784,23395.1,0.97897,192,7.912
"Jan 3, 11:00 pm",3.446,36348.3,0.979175,195,9.228
"Jan 4, 12:00 am",3.118,45362.5,0.979584,201,10.149
"Jan 4, 01:00 am",2.049,52979.6,0.979724,205,10.928
"Jan 4, 02:00 am",0.454,40521,0.979997,217,9.633
"Jan 4, 03:00 am",-0.09,25590.1,0.98036,235,8.103
"Jan 4, 04:00 am",-0.046,5383.8,0.98075,278,5.265
"Jan 4, 05:00 am",-0.22,21346.7,0.981089,356,7.601
"Jan 4, 06:00 am",0.305,47303,0.981572,9,10.161
"Jan 4, 07:00 am",-0.171,58852.1,0.98211,15,11.709
"Jan 4, 08:00 am",-1.043,59525.6,0.982601,19,11.951
"Jan 4, 09:00 am",-1.918,58062.8,0.98286,22,11.46
"Jan 4, 10:00 am",-2.383,53276.6,0.983184,28,10.843
"Jan 4, 11:00 am",-2.533,48939.6,0.983509,30,10.405
"Jan 4, 12:00 pm",-2.669,49632.9,0.98383,36,10.396
"Jan 4, 01:00 pm",-2.674,56457.2,0.984001,39,11.072
"Jan 4, 02:00 pm",-1.753,39720.1,0.984183,40,9.488
"Jan 4, 03:00 pm",-0.02,13882.7,0.98422,37,6.727
"Jan 4, 04:00 pm",1.938,8515.25,0.984112,38,5.823
"Jan 4, 05:00 pm",3.523,7503.41,0.983684,36,5.656
"Jan 4, 06:00 pm",4.86,7352.59,0.983209,35,5.645
"Jan 4, 07:00 pm",5.802,4479.9,0.982799,42,5.019
"Jan 4, 08:00 pm",6.303,3088.83,0.982334,45,4.637
"Jan 4, 09:00 pm",6.285,2712.24,0.981801,48,4.505
"Jan 4, 10:00 pm",4.309,3844.61,0.981192,45,4.852
"Jan 4, 11:00 pm",1.395,9174.84,0.980763,43,5.945
"Jan 5, 12:00 am",0.327,15655.2,0.980431,53,6.941
"Jan 5, 01:00 am",0.416,20030.7,0.980027,66,7.455
"Jan 5, 02:00 am",0.919,18345,0.979619,71,7.263
"Jan 5, 03:00 am",1.002,6952.87,0.979284,76,5.557
"Jan 5, 04:00 am",-0.146,2144.76,0.978903,86,4.344
"Jan 5, 05:00 am",2.229,957.357,0.978539,100,3.795
"Jan 5, 06:00 am",1.695,0,0.978358,131,2.488
"Jan 5, 07:00 am",-0.903,0,0.978068,153,1.378
"Jan 5, 08:00 am",-1.197,0,0.977786,116,0.777
"Jan 5, 09:00 am",-1.425,0,0.977732,6,2.296
"Jan 5, 10:00 am",-1.909,0,0.977318,13,1.889
"Jan 5, 11:00 am",-1.909,0,0.977285,352,2.525
"Jan 5, 12:00 pm",-2.152,4035.78,0.977369,348,4.881
"Jan 5, 01:00 pm",-2.413,20083.8,0.977575,355,7.432
"Jan 5, 02:00 pm",-1.116,14535.4,0.977674,357,6.791
"Jan 5, 03:00 pm",1.214,3235.82,0.977814,343,4.682
"Jan 5, 04:00 pm",3.42,0,0.977934,329,3.222
"Jan 5, 05:00 pm",5.334,0,0.977799,320,2.919
"Jan 5, 06:00 pm",7.126,0,0.977602,308,3.286
"Jan 5, 07:00 pm",7.963,0,0.977537,293,3.453
"Jan 5, 08:00 pm",8.651,1274.2,0.97746,284,3.95
"Jan 5, 09:00 pm",8.503,3768.43,0.977208,279,4.89
"Jan 5, 10:00 pm",6.338,7488.86,0.977148,265,5.737
"Jan 5, 11:00 pm",3.924,19859.2,0.977275,270,7.599
"Jan 6, 12:00 am",3.105,22585.3,0.977522,275,7.923
"Jan 6, 01:00 am",1.801,27093.3,0.977737,294,8.274
"Jan 6, 02:00 am",1.376,42758,0.977949,310,9.824
"Jan 6, 03:00 am",0.84,52134.9,0.978303,321,10.679
"Jan 6, 04:00 am",0.294,52198,0.978592,321,10.673
"Jan 6, 05:00 am",0.643,49818,0.978858,322,10.468
"Jan 6, 06:00 am",0.216,48365.5,0.979158,324,10.34
