,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind direction | (deg)","Wind speed | (m/s)"
"Jan 1, 12:00 am",7.104,57607.9,0.972731,248,12.52
"Jan 1, 01:00 am",5.681,57004.6,0.97343,251,11.665
"Jan 1, 02:00 am",4.905,58164.3,0.97442,265,12.626
"Jan 1, 03:00 am",3.389,34689.2,0.975751,285,9.052
"Jan 1, 04:00 am",1.817,20455.6,0.976795,286,7.538
"Jan 1, 05:00 am",0.477,16372.6,0.977404,274,7.135
"Jan 1, 06:00 am",-0.739,25515.3,0.978336,277,8.188
"Jan 1, 07:00 am",-2.118,21388.4,0.979054,267,7.723
"Jan 1, 08:00 am",-3.207,13042,0.979726,268,6.685
"Jan 1, 09:00 am",-3.612,17712.3,0.980178,274,7.259
"Jan 1, 10:00 am",-3.932,10724.8,0.980534,266,6.242
"Jan 1, 11:00 am",-4.186,19571.8,0.981407,271,7.481
"Jan 1, 12:00 pm",-4.422,34105.4,0.982206,272,9.017
"Jan 1, 01:00 pm",-4.801,31849.7,0.982947,271,8.812
"Jan 1, 02:00 pm",-5.558,24501.2,0.984072,275,8.036
"Jan 1, 03:00 pm",-5.044,26105.1,0.984511,268,8.22
"Jan 1, 04:00 pm",-4.48,31219.6,0.984682,270,8.753
"Jan 1, 05:00 pm",-3.699,28860.1,0.984884,267,8.516
"Jan 1, 06:00 pm",-2.825,29851.4,0.985216,267,8.629
"Jan 1, 07:00 pm",-2.215,31003,0.985501,266,8.743
"Jan 1, 08:00 pm",-2.043,31101.9,0.985863,265,8.748
"Jan 1, 09:00 pm",-2.251,28834.4,0.986233,264,8.507
"Jan 1, 10:00 pm",-3.364,22635.6,0.986668,260,7.782
"Jan 1, 11:00 pm",-4.187,32953,0.987291,263,8.865
"Jan 2, 12:00 am",-4.91,22338.8,0.988004,266,7.784
"Jan 2, 01:00 am",-5.508,15566.4,0.988621,276,6.965
"Jan 2, 02:00 am",-5.976,20342.3,0.98904,280,7.469
"Jan 2, 03:00 am",-6.384,22102.9,0.989432,296,7.619
"Jan 2, 04:00 am",-6.828,20230.9,0.989571,304,7.397
"Jan 2, 05:00 am",-7.248,11219.2,0.9899,301,6.186
"Jan 2, 06:00 am",-7.617,10332.4,0.99018,303,6.062
"Jan 2, 07:00 am",-7.877,10418.7,0.990467,303,6.072
"Jan 2, 08:00 am",-8.141,11722,0.990588,300,6.263
"Jan 2, 09:00 am",-8.576,7982.35,0.990859,293,5.647
"Jan 2, 10:00 am",-9.107,5650,0.991086,284,5.231
"Jan 2, 11:00 am",-9.438,5368.75,0.991396,272,5.238
"Jan 2, 12:00 pm",-9.716,10231.3,0.99154,260,6.073
"Jan 2, 01:00 pm",-9.832,13810.9,0.991624,255,6.63
"Jan 2, 02:00 pm",-7.569,9044,0.991659,249,5.845
"Jan 2, 03:00 pm",-5.021,0,0.991607,238,3.528
"Jan 2, 04:00 pm",-3.019,2901.73,0.991268,236,4.536
"Jan 2, 05:00 pm",-1.383,5021.91,0.990848,232,5.117
"Jan 2, 06:00 pm",-0.242,5761.06,0.99038,227,5.288
"Jan 2, 07:00 pm",0.64,7456.35,0.990088,222,5.606
"Jan 2, 08:00 pm",1.299,9299.62,0.989726,219,5.959
"Jan 2, 09:00 pm",1.093,11283,0.989311,216,6.276
"Jan 2, 10:00 pm",-2.458,19907.6,0.988937,211,7.474
"Jan 2, 11:00 pm",-4.127,39304.5,0.988807,209,9.511
"Jan 3, 12:00 am",-4.902,45449.4,0.988674,209,10.043
