,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 2, 04:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,4.7
"Jan 2, 05:00 am",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,4.7
"Jan 2, 06:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,8.3
"Jan 2, 07:00 am",0,0.3,79.0685,32,19.2924,1,2,-0.620726,7.03818,0,1,2,5.0099,8.3
"Jan 2, 08:00 am",498.481,1.4,71.5782,253,531.507,54,88,2.55127,152.917,0.498481,1,1,139.885,8.3
"Jan 2, 09:00 am",1568.03,2.6,59.4979,723,1630.96,72,287,11.2612,464.629,1.56803,1,1,445.75,4.3
"Jan 2, 10:00 am",2232.66,3.7,48.7675,881,2319.56,61,437,17.1629,661.234,2.23266,1,1,650.909,4.3
"Jan 2, 11:00 am",2622.29,5.8,40.5601,925,2725.21,65,539,22.3268,788.3,2.62229,1,1,783.07,4.3
"Jan 2, 12:00 pm",2823.75,7.8,36.6358,940,2935.52,69,584,21.7332,844.782,2.82375,1,1,841.186,6.5
"Jan 2, 01:00 pm",2703.94,9.8,38.34,926,2810.4,68,561,23.3224,815.512,2.70394,1,1,811.299,6.5
"Jan 2, 02:00 pm",2391.03,10.3,45.0361,903,2484.27,63,484,22.2091,721.148,2.39103,1,1,713.448,6.5
"Jan 2, 03:00 pm",1815.86,10.7,54.9189,833,1887.24,56,350,20.3778,553.19,1.81586,1,1,537.424,5.8
"Jan 2, 04:00 pm",1013.37,11.1,66.5587,659,1059.47,43,176,16.4086,322.804,1.01337,1,1,296.293,5.8
"Jan 2, 05:00 pm",130.844,10.3,76.5852,210,156.016,4,17,10.4578,55.3041,0.130844,1,3,42.4893,5.8
"Jan 2, 06:00 pm",0,9.4,0,0,0,0,0,9.4,0,0,1,0,0,5.6
"Jan 2, 07:00 pm",0,8.6,0,0,0,0,0,8.6,0,0,1,0,0,5.6
"Jan 2, 08:00 pm",0,7.5,0,0,0,0,0,7.5,0,0,1,0,0,5.6
"Jan 2, 09:00 pm",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,5.3
"Jan 2, 10:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,5.3
"Jan 2, 11:00 pm",0,4.8,0,0,0,0,0,4.8,0,0,1,0,0,5.3
"Jan 3, 12:00 am",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,5
"Jan 3, 01:00 am",0,3.6,0,0,0,0,0,3.6,0,0,1,0,0,5
"Jan 3, 02:00 am",0,3,0,0,0,0,0,3,0,0,1,0,0,5
"Jan 3, 03:00 am",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,5.5
"Jan 3, 04:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,5.5
"Jan 3, 05:00 am",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,5.5
"Jan 3, 06:00 am",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,7
"Jan 3, 07:00 am",0.729616,1.5,79.1192,41,23.4158,1,2,0.510455,8.70924,0.000729616,1,2,6.10967,7
"Jan 3, 08:00 am",527.585,2.4,71.636,330,561.285,44,88,3.88685,165.606,0.527585,1,1,148.565,7
"Jan 3, 09:00 am",1168.53,3.4,59.5349,425,1219.05,99,226,8.27406,339.961,1.16853,1,1,328.837,6.1
"Jan 3, 10:00 am",1133.69,4.4,48.7743,153,1183.19,198,263,9.19518,322.244,1.13369,1,1,320.45,6.1
"Jan 3, 11:00 am",1866.02,6.7,40.5239,383,1939.18,216,413,15.3255,541.829,1.86602,1,1,539.672,6.1
"Jan 3, 12:00 pm",1640.91,8.9,36.5487,219,1706.26,272,392,17.6022,480.592,1.64091,1,1,479.762,5.2
"Jan 3, 01:00 pm",798.432,11.2,38.2137,19,838.777,217,227,15.081,233.26,0.798432,1,1,233.175,5.2
"Jan 3, 02:00 pm",720.555,11.8,44.8938,23,758.921,193,204,14.8674,210.967,0.720555,1,1,210.773,5.2
"Jan 3, 03:00 pm",1171.7,12.4,54.7754,298,1222.31,153,259,18.5524,350.757,1.1717,1,1,345.176,4.6
"Jan 3, 04:00 pm",407.791,13,66.4201,79,438.765,82,98,14.7707,124.958,0.407791,1,1,121.804,4.6
"Jan 3, 05:00 pm",52.4279,12.6,76.5373,77,76.0836,4,9,11.8953,25.546,0.0524279,1,3,20.8525,4.6
"Jan 3, 06:00 pm",0,12.3,0,0,0,0,0,12.3,0,0,1,0,0,5.1
"Jan 3, 07:00 pm",0,12,0,0,0,0,0,12,0,0,1,0,0,5.1
"Jan 3, 08:00 pm",0,11.1,0,0,0,0,0,11.1,0,0,1,0,0,5.1
"Jan 3, 09:00 pm",0,10.1,0,0,0,0,0,10.1,0,0,1,0,0,5.1
"Jan 3, 10:00 pm",0,9.2,0,0,0,0,0,9.2,0,0,1,0,0,5.1
"Jan 3, 11:00 pm",0,8.8,0,0,0,0,0,8.8,0,0,1,0,0,5.1
"Jan 4, 12:00 am",0,8.4,0,0,0,0,0,8.4,0,0,1,0,0,5.7
"Jan 4, 01:00 am",0,8,0,0,0,0,0,8,0,0,1,0,0,5.7
"Jan 4, 02:00 am",0,7.8,0,0,0,0,0,7.8,0,0,1,0,0,5.7
"Jan 4, 03:00 am",0,7.6,0,0,0,0,0,7.6,0,0,1,0,0,7.4
"Jan 4, 04:00 am",0,7.4,0,0,0,0,0,7.4,0,0,1,0,0,7.4
"Jan 4, 05:00 am",0,7.6,0,0,0,0,0,7.6,0,0,1,0,0,7.4
"Jan 4, 06:00 am",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,5.2
"Jan 4, 07:00 am",0,7.9,79.1698,0,3.62233,1,1,6.55375,0.969846,0,1,2,0.969846,5.2
"Jan 4, 08:00 am",133.673,8.9,71.6898,0,158.901,43,43,8.33226,42.8742,0.133673,1,1,42.8742,5.2
"Jan 4, 09:00 am",350.736,9.9,59.567,0,380.458,104,104,10.5741,103.667,0.350736,1,1,103.667,5.3
"Jan 4, 10:00 am",478.662,10.9,48.7751,0,511.232,142,142,12.3784,140.415,0.478662,1,1,140.415,5.3
"Jan 4, 11:00 am",1083.98,13.2,40.4809,82,1132.06,240,282,18.1641,319.585,1.08398,1,1,319.125,5.3
"Jan 4, 12:00 pm",981.014,15.5,36.4543,31,1026.22,262,279,20.5546,292.588,0.981014,1,1,292.472,4.8
"Jan 4, 01:00 pm",1175.85,17.9,38.0808,109,1226.58,252,310,24.2046,356.032,1.17585,1,1,355.549,4.8
"Jan 4, 02:00 pm",327.051,18.1,44.7466,0,356.262,105,105,19.4101,101.002,0.327051,1,1,101.002,4.8
"Jan 4, 03:00 pm",254.269,18.4,54.6284,0,281.941,83,83,18.8001,79.709,0.254269,1,1,79.709,5.6
"Jan 4, 04:00 pm",166.212,18.7,66.2793,0,192.086,56,56,18.6054,54.2575,0.166212,1,1,54.2575,5.6
"Jan 4, 05:00 pm",79.5388,18.3,76.4901,95,103.713,7,13,17.8073,34.9732,0.0795388,1,3,29.1888,5.6
"Jan 4, 06:00 pm",0,17.9,0,0,0,0,0,17.9,0,0,1,0,0,3.7
"Jan 4, 07:00 pm",0,17.5,0,0,0,0,0,17.5,0,0,1,0,0,3.7
"Jan 4, 08:00 pm",0,17.3,0,0,0,0,0,17.3,0,0,1,0,0,3.7
"Jan 4, 09:00 pm",0,17.1,0,0,0,0,0,17.1,0,0,1,0,0,4.4
"Jan 4, 10:00 pm",0,16.9,0,0,0,0,0,16.9,0,0,1,0,0,4.4
"Jan 4, 11:00 pm",0,16.8,0,0,0,0,0,16.8,0,0,1,0,0,4.4
"Jan 5, 12:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,7.7
"Jan 5, 01:00 am",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,7.7
"Jan 5, 02:00 am",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,7.7
"Jan 5, 03:00 am",0,16.4,0,0,0,0,0,16.4,0,0,1,0,0,7.3
"Jan 5, 04:00 am",0,16.3,0,0,0,0,0,16.3,0,0,1,0,0,7.3
"Jan 5, 05:00 am",0,16.2,0,0,0,0,0,16.2,0,0,1,0,0,7.3
"Jan 5, 06:00 am",0,16.1,0,0,0,0,0,16.1,0,0,1,0,0,3.3
"Jan 5, 07:00 am",0,16,79.2203,0,3.49849,1,1,14.4583,0.969846,0,1,2,0.969846,3.3
"Jan 5, 08:00 am",158.234,16.5,71.7394,0,183.949,50,50,16.0816,51.3674,0.158234,1,1,51.3674,3.3
"Jan 5, 09:00 am",150.67,16.9,59.594,0,176.235,52,52,16.6992,49.3508,0.15067,1,1,49.3508,8
"Jan 5, 10:00 am",226.425,17.4,48.7701,0,253.521,75,75,17.5282,71.2605,0.226425,1,1,71.2605,8
"Jan 5, 11:00 am",286.443,17.6,40.431,0,314.789,93,93,18.0088,88.6754,0.286443,1,1,88.6754,8
"Jan 5, 12:00 pm",1229.21,17.8,36.3527,117,1281.52,258,323,23.4606,370.619,1.22921,1,1,370.185,5.7
"Jan 5, 01:00 pm",295.133,18,37.9416,0,323.663,96,96,18.9844,91.5816,0.295133,1,1,91.5816,5.7
"Jan 5, 02:00 pm",407.213,17.1,44.5944,0,438.174,127,127,18.2626,123.575,0.407213,1,1,123.575,5.7
"Jan 5, 03:00 pm",249.691,16.2,54.4781,0,277.267,81,81,16.6563,77.6278,0.249691,1,1,77.6278,4.1
"Jan 5, 04:00 pm",81.7662,15.2,66.1365,0,105.983,31,31,14.4815,29.3835,0.0817662,1,1,29.3835,4.1
"Jan 5, 05:00 pm",0,15.3,76.4435,0,10.2507,3,3,13.8965,2.83457,0,1,3,2.83457,4.1
"Jan 5, 06:00 pm",0,15.4,0,0,0,0,0,15.4,0,0,1,0,0,4.8
"Jan 5, 07:00 pm",0,15.5,0,0,0,0,0,15.5,0,0,1,0,0,4.8
"Jan 5, 08:00 pm",0,15.4,0,0,0,0,0,15.4,0,0,1,0,0,4.8
"Jan 5, 09:00 pm",0,15.3,0,0,0,0,0,15.3,0,0,1,0,0,3.7
"Jan 5, 10:00 pm",0,15.2,0,0,0,0,0,15.2,0,0,1,0,0,3.7
"Jan 5, 11:00 pm",0,14.9,0,0,0,0,0,14.9,0,0,1,0,0,3.7
"Jan 6, 12:00 am",0,14.6,0,0,0,0,0,14.6,0,0,1,0,0,6.7
"Jan 6, 01:00 am",0,14.2,0,0,0,0,0,14.2,0,0,1,0,0,6.7
"Jan 6, 02:00 am",0,13.9,0,0,0,0,0,13.9,0,0,1,0,0,6.7
"Jan 6, 03:00 am",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,3.6
"Jan 6, 04:00 am",0,13.1,0,0,0,0,0,13.1,0,0,1,0,0,3.6
"Jan 6, 05:00 am",0,12.8,0,0,0,0,0,12.8,0,0,1,0,0,3.6
"Jan 6, 06:00 am",0,12.4,0,0,0,0,0,12.4,0,0,1,0,0,3
"Jan 6, 07:00 am",0.693527,12.1,79.2705,44,23.379,1,2,10.5404,9.16146,0.000693527,1,2,6.36935,3
"Jan 6, 08:00 am",517.56,12.5,71.7849,359,551.026,42,90,14.972,171.763,0.51756,1,1,153.107,3
"Jan 6, 09:00 am",1393.71,13,59.616,707,1451.04,56,267,21.8024,434.54,1.39371,1,1,415.933,3.5
"Jan 6, 10:00 am",2098.89,13.4,48.7591,836,2180.63,75,434,27.7188,652.465,2.09889,1,1,642.674,3.5
"Jan 6, 11:00 am",2475.91,15.1,40.3744,911,2572.64,67,537,32.7356,781.819,2.47591,1,1,776.76,3.5
"Jan 6, 12:00 pm",2701.04,16.8,36.2439,941,2807.37,70,591,32.5888,850.482,2.70104,1,1,847.026,5.4
"Jan 6, 01:00 pm",2556.89,18.5,37.7959,909,2657.01,70,561,33.6443,809.722,2.55689,1,1,805.806,5.4
"Jan 6, 02:00 pm",2248.86,18.9,44.4374,874,2336.39,66,481,32.1497,710.488,2.24886,1,1,703.42,5.4
"Jan 6, 03:00 pm",1773.72,19.4,54.3246,840,1843.62,57,362,30.3199,565.378,1.77372,1,1,550.163,5
"Jan 6, 04:00 pm",1033.53,19.8,65.9916,688,1080.19,45,191,26.1647,342.836,1.03353,1,1,316.016,5
"Jan 6, 05:00 pm",149.637,19.2,76.3975,275,175.181,1,19,19.7843,66.4577,0.149637,1,3,49.75,5
"Jan 6, 06:00 pm",0,18.7,0,0,0,0,0,18.7,0,0,1,0,0,2.6
"Jan 6, 07:00 pm",0,18.1,0,0,0,0,0,18.1,0,0,1,0,0,2.6
"Jan 6, 08:00 pm",0,17.6,0,0,0,0,0,17.6,0,0,1,0,0,2.6
"Jan 6, 09:00 pm",0,17,0,0,0,0,0,17,0,0,1,0,0,3.3
"Jan 6, 10:00 pm",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,3.3
"Jan 6, 11:00 pm",0,15.9,0,0,0,0,0,15.9,0,0,1,0,0,3.3
"Jan 7, 12:00 am",0,15.2,0,0,0,0,0,15.2,0,0,1,0,0,2.6
"Jan 7, 01:00 am",0,14.6,0,0,0,0,0,14.6,0,0,1,0,0,2.6
"Jan 7, 02:00 am",0,14.3,0,0,0,0,0,14.3,0,0,1,0,0,2.6
"Jan 7, 03:00 am",0,14,0,0,0,0,0,14,0,0,1,0,0,3.7
"Jan 7, 04:00 am",0,13.7,0,0,0,0,0,13.7,0,0,1,0,0,3.7
"Jan 7, 05:00 am",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,3.7
"Jan 7, 06:00 am",0,13.3,0,0,0,0,0,13.3,0,0,1,0,0,5.7
"Jan 7, 07:00 am",0,13,79.3204,0,0,0,0,13,0,0,1,2,0,5.7
"Jan 7, 08:00 am",35.2102,13.6,71.826,0,58.5403,17,17,12.6272,16.0965,0.0352102,1,1,16.0965,5.7
"Jan 7, 09:00 am",163.024,14.2,59.633,0,188.835,55,55,13.8559,52.2077,0.163024,1,1,52.2077,4.4
"Jan 7, 10:00 am",295.49,14.8,48.7422,0,324.028,94,94,15.3391,90.1822,0.29549,1,1,90.1822,4.4
"Jan 7, 11:00 am",392.267,14.5,40.311,0,422.898,122,122,15.6947,117.888,0.392268,1,1,117.888,4.4
"Jan 7, 12:00 pm",317.655,14.3,36.128,0,346.665,101,101,15.3782,96.4995,0.317655,1,1,96.4995,2.1
"Jan 7, 01:00 pm",301.052,14,37.6439,0,329.707,96,96,14.8646,91.5676,0.301052,1,1,91.5676,2.1
"Jan 7, 02:00 pm",252.224,15,44.2758,0,279.853,82,82,15.4918,77.9412,0.252224,1,1,77.9412,2.1
"Jan 7, 03:00 pm",181.368,16,54.168,0,207.547,61,61,15.9302,57.9177,0.181368,1,1,57.9177,5.5
"Jan 7, 04:00 pm",166.935,17,65.845,0,192.824,56,56,16.8425,54.0314,0.166935,1,1,54.0314,5.5
"Jan 7, 05:00 pm",73.3094,16.5,76.3523,58,97.3636,11,15,15.8947,30.6857,0.0733095,1,3,27.1657,5.5
"Jan 7, 06:00 pm",0,16,0,0,0,0,0,16,0,0,1,0,0,5.2
"Jan 7, 07:00 pm",0,15.6,0,0,0,0,0,15.6,0,0,1,0,0,5.2
"Jan 7, 08:00 pm",0,15.3,0,0,0,0,0,15.3,0,0,1,0,0,5.2
"Jan 7, 09:00 pm",0,15,0,0,0,0,0,15,0,0,1,0,0,4.4
"Jan 7, 10:00 pm",0,14.8,0,0,0,0,0,14.8,0,0,1,0,0,4.4
"Jan 7, 11:00 pm",0,14.7,0,0,0,0,0,14.7,0,0,1,0,0,4.4
"Jan 8, 12:00 am",0,14.6,0,0,0,0,0,14.6,0,0,1,0,0,6.2
"Jan 8, 01:00 am",0,14.6,0,0,0,0,0,14.6,0,0,1,0,0,6.2
"Jan 8, 02:00 am",0,13.9,0,0,0,0,0,13.9,0,0,1,0,0,6.2
"Jan 8, 03:00 am",0,13.2,0,0,0,0,0,13.2,0,0,1,0,0,7.7
"Jan 8, 04:00 am",0,12.5,0,0,0,0,0,12.5,0,0,1,0,0,7.7
"Jan 8, 05:00 am",0,11.4,0,0,0,0,0,11.4,0,0,1,0,0,7.7
"Jan 8, 06:00 am",0,10.3,0,0,0,0,0,10.3,0,0,1,0,0,8.3
"Jan 8, 07:00 am",0,9.1,79.3701,36,19.7461,1,2,8.21353,7.61055,0,1,2,5.32508,8.3
"Jan 8, 08:00 am",481.086,8.9,71.8629,300,513.712,45,85,10.1288,155.343,0.481086,1,1,139.702,8.3
"Jan 8, 09:00 am",1428.81,8.7,59.6449,670,1487.24,68,269,15.1272,431.197,1.42881,1,1,413.53,6.2
"Jan 8, 10:00 am",2111.42,8.5,48.7194,804,2193.64,73,420,18.6988,629.274,2.11142,1,1,619.89,6.2
"Jan 8, 11:00 am",2637.21,9,40.2409,880,2740.77,90,547,22.2612,792.126,2.63721,1,1,787.301,6.2
"Jan 8, 12:00 pm",2862.4,9.6,36.005,943,2975.91,69,595,20.9692,853.133,2.8624,1,1,849.755,9
"Jan 8, 01:00 pm",2785.55,10.2,37.4857,938,2895.61,67,578,21.3341,832.134,2.78555,1,1,828.219,9
"Jan 8, 02:00 pm",2468.75,10.3,44.1095,909,2565.18,64,500,20.1065,736.709,2.46875,1,1,729.57,9
"Jan 8, 03:00 pm",1884.04,10.4,54.0084,841,1957.85,56,366,18.8072,568.41,1.88404,1,1,553.532,7.5
"Jan 8, 04:00 pm",1042.06,10.6,65.6966,637,1088.96,47,186,15.1243,327.205,1.04206,1,1,302.782,7.5
"Jan 8, 05:00 pm",162.233,9.6,76.3079,252,188.028,4,21,9.85393,66.3489,0.162233,1,3,51.0717,7.5
"Jan 8, 06:00 pm",0,8.6,0,0,0,0,0,8.6,0,0,1,0,0,6.4
"Jan 8, 07:00 pm",0,7.6,0,0,0,0,0,7.6,0,0,1,0,0,6.4
"Jan 8, 08:00 pm",0,6.7,0,0,0,0,0,6.7,0,0,1,0,0,6.4
"Jan 8, 09:00 pm",0,5.8,0,0,0,0,0,5.8,0,0,1,0,0,4.8
"Jan 8, 10:00 pm",0,4.8,0,0,0,0,0,4.8,0,0,1,0,0,4.8
"Jan 8, 11:00 pm",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,4.8
"Jan 9, 12:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,4.1
"Jan 9, 01:00 am",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,4.1
"Jan 9, 02:00 am",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,4.1
"Jan 9, 03:00 am",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,5.2
"Jan 9, 04:00 am",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,5.2
"Jan 9, 05:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,5.2
"Jan 9, 06:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,6
"Jan 9, 07:00 am",0,1,79.4195,36,20.3424,1,2,-0.0989829,7.58006,0,1,2,5.29416,6
"Jan 9, 08:00 am",494.166,2.3,71.8954,300,527.092,45,85,3.74008,155.09,0.494166,1,1,139.427,6
"Jan 9, 09:00 am",1483.6,3.7,59.6516,637,1543.78,88,279,9.9327,436.269,1.4836,1,1,419.464,6.6
"Jan 9, 10:00 am",2150.07,5,48.6906,804,2233.77,73,420,14.7886,629.522,2.15007,1,1,620.16,6.6
"Jan 9, 11:00 am",2609.63,6.2,40.164,854,2712.01,88,533,18.5683,770.563,2.60963,1,1,765.915,6.6
"Jan 9, 12:00 pm",2728.43,7.3,35.875,822,2835.96,101,561,17.4357,799.71,2.72843,1,1,796.805,9.6
"Jan 9, 01:00 pm",2449.04,8.5,37.3213,632,2544.65,172,517,17.5922,718.06,2.44904,1,1,715.466,9.6
"Jan 9, 02:00 pm",1642.68,8.2,43.9388,301,1708.09,223,368,14.0264,474.929,1.64268,1,1,472.601,9.6
"Jan 9, 03:00 pm",1788.76,7.9,53.846,655,1859.19,108,351,13.7585,525.239,1.78876,1,1,513.792,10.7
"Jan 9, 04:00 pm",1136.94,7.6,65.5466,684,1186.54,49,200,11.3423,350.407,1.13694,1,1,324.405,10.7
"Jan 9, 05:00 pm",183.493,6.8,76.2643,271,209.714,5,24,7.03105,72.6768,0.183493,1,3,56.2653,10.7
"Jan 9, 06:00 pm",0,6,0,0,0,0,0,6,0,0,1,0,0,6.4
"Jan 9, 07:00 pm",0,5.3,0,0,0,0,0,5.3,0,0,1,0,0,6.4
"Jan 9, 08:00 pm",0,4.8,0,0,0,0,0,4.8,0,0,1,0,0,6.4
"Jan 9, 09:00 pm",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,7.4
"Jan 9, 10:00 pm",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,7.4
"Jan 9, 11:00 pm",0,3.6,0,0,0,0,0,3.6,0,0,1,0,0,7.4
"Jan 10, 12:00 am",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,8.3
"Jan 10, 01:00 am",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,8.3
"Jan 10, 02:00 am",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,8.3
"Jan 10, 03:00 am",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,6.1
"Jan 10, 04:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,6.1
"Jan 10, 05:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,6.1
"Jan 10, 06:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,7
"Jan 10, 07:00 am",5.35477,-0.1,79.4685,53,28.1267,1,2,-1.0446,10.657,0.00535477,1,2,7.29106,7
"Jan 10, 08:00 am",604.452,0.1,71.9235,433,639.969,39,97,1.98176,190.656,0.604452,1,1,168.024,7
"Jan 10, 09:00 am",1510.63,0.3,59.6533,729,1571.68,54,273,8.04864,442.777,1.51063,1,1,423.543,4.8
"Jan 10, 10:00 am",2193.18,0.5,48.656,838,2278.54,63,426,12.5705,636.089,2.19318,1,1,626.358,4.8
"Jan 10, 11:00 am",2610.36,1.8,40.0805,874,2712.77,74,530,16.7753,764.632,2.61036,1,1,759.914,4.8
"Jan 10, 12:00 pm",2809.71,3,35.738,926,2920.85,70,590,22.4431,842.966,2.80971,1,1,839.741,3.6
"Jan 10, 01:00 pm",2721.81,4.3,37.1508,915,2829.05,70,572,23.3754,820.576,2.72181,1,1,816.886,3.6
"Jan 10, 02:00 pm",2426.29,5,43.7637,893,2520.97,65,498,21.9828,730.028,2.42629,1,1,723.23,3.6
"Jan 10, 03:00 pm",1909.83,5.7,53.6808,847,1984.57,57,374,19.2983,576.967,1.90983,1,1,562.347,3.4
"Jan 10, 04:00 pm",1101.49,6.4,65.3951,678,1150.07,44,196,14.221,344.036,1.10149,1,1,318.483,3.4
"Jan 10, 05:00 pm",196.024,6.1,76.2216,298,222.5,4,26,7.04346,77.7264,0.196024,1,3,59.6988,3.4
"Jan 10, 06:00 pm",0,5.8,0,0,0,0,0,5.8,0,0,1,0,0,2.6
"Jan 10, 07:00 pm",0,5.5,0,0,0,0,0,5.5,0,0,1,0,0,2.6
"Jan 10, 08:00 pm",0,4.8,0,0,0,0,0,4.8,0,0,1,0,0,2.6
"Jan 10, 09:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,3
"Jan 10, 10:00 pm",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,3
"Jan 10, 11:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,3
"Jan 11, 12:00 am",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,5.4
"Jan 11, 01:00 am",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,5.4
"Jan 11, 02:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,5.4
"Jan 11, 03:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,6.8
"Jan 11, 04:00 am",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,6.8
"Jan 11, 05:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,6.8
