Hours since 00:00 Jan 1,Dry bulb temp (C),Wet bulb temp (C),Dew point temp (C),Relative humidity (%),Wind speed (m/s),Wind direction (deg)
1728.5,3,-2,-2.32233,68,4.1,200
1729.5,3,-2,-2.32233,68,3.1,200
1730.5,2,-2,-2.32507,73,3.1,200
1731.5,2,-3,-3.47683,67,1.5,180
1732.5,2,-2,-2.32507,73,2.6,190
1733.5,3,-2,-2.32233,68,3.1,200
1734.5,3,-2,-2.32233,68,3.1,170
1735.5,5,-1,-1.23875,64,4.1,190
1736.5,8,1,0.940246,61,5.1,190
1737.5,9,1,0.938943,57,5.1,190
1738.5,10,3,3.05589,62,6.2,210
1739.5,11,5,4.89346,66,7.2,220
1740.5,13,6,5.88908,62,6.7,210
1741.5,12,6,6.06232,67,7.2,200
1742.5,12,7,6.90453,71,6.2,200
1743.5,13,7,7.01524,67,5.7,210
1744.5,12,5,4.9449,62,4.6,190
1745.5,11,5,4.89346,66,4.1,190
1746.5,8,3,3.06486,71,3.1,180
1747.5,7,4,3.96465,81,3.1,160
1748.5,7,5,4.98552,87,4.1,170
1749.5,7,4,3.96465,81,3.6,170
1750.5,5,3,3.01818,87,3.6,190
1751.5,5,3,3.01818,87,4.1,200
1752.5,4,2,2.03441,87,2.1,170
1753.5,4,2,2.03441,87,3.1,160
1754.5,5,4,3.9632,93,3.6,160
1755.5,6,4,4.00188,87,3.6,170
1756.5,7,5,4.98552,87,2.6,160
1757.5,7,5,4.98552,87,4.1,160
1758.5,8,5,4.93995,81,5.1,160
1759.5,9,7,6.95259,87,6.7,180
1760.5,10,8,7.93603,87,7.2,200
1761.5,12,9,9.02194,82,4.6,240
1762.5,12,9,9.02194,82,5.7,270
1763.5,12,9,9.02194,82,5.7,320
1764.5,11,8,8.04561,82,7.7,360
1765.5,7,4,3.96465,81,8.2,350
1766.5,5,3,3.01818,87,7.7,360
1767.5,5,2,2.01377,81,9.8,350
1768.5,4,0,-0.0255505,75,10.3,360
1769.5,3,0,0.0624814,81,8.2,10
1770.5,3,-1,-1.17564,74,10.3,10
1771.5,2,-2,-2.32507,73,8.7,360
1772.5,2,-3,-3.47683,67,8.2,20
1773.5,1,-3,-3.47385,72,8.2,10
1774.5,0,-4,-4.4368,72,8.2,10
1775.5,-1,-6,-6.53803,66,7.7,360
1776.5,-2,-8,-8.7157,60,8.2,10
1777.5,-2,-8,-8.7157,60,7.7,20
1778.5,-3,-9,-9.65964,60,7.7,10
1779.5,-5,-10,-10.5466,65,7.2,10
1780.5,-5,-10,-10.5466,65,6.2,10
1781.5,-6,-10,-10.5722,70,5.7,20
1782.5,-6,-11,-11.6927,64,6.7,10
1783.5,-5,-11,-11.7574,59,7.2,10
1784.5,-3,-10,-10.7565,55,8.2,20
1785.5,-1,-9,-10.0961,50,6.7,10
1786.5,1,-9,-10.1655,43,6.2,20
1787.5,3,-9,-10.2585,37,6.2,40
1788.5,4,-9,-10.0694,35,5.7,360
1789.5,5,-10,-11.1268,30,5.7,20
1790.5,5,-10,-11.1268,30,5.7,30
1791.5,6,-11,-12.53,25,5.1,30
1792.5,5,-11,-12.4367,27,2.6,40
1793.5,4,-12,-13.2984,27,3.1,20
1794.5,2,-13,-14.5833,28,3.1,20
1795.5,2,-13,-14.5833,28,3.1,10
1796.5,0,-12,-13.2756,36,4.1,10
1797.5,-1,-12,-13.1888,39,5.1,20
1798.5,-3,-11,-11.946,50,4.1,20
1799.5,-5,-11,-11.7574,59,3.6,30
1800.5,-5,-10,-10.5466,65,4.1,40
1801.5,-6,-10,-10.5722,70,3.1,50
1802.5,-6,-10,-10.5722,70,4.6,40
1803.5,-6,-10,-10.5722,70,3.6,60
1804.5,-6,-10,-10.5722,70,4.1,60
1805.5,-7,-11,-11.5332,70,3.1,90
1806.5,-7,-11,-11.5332,70,3.6,70
1807.5,-3,-10,-10.7565,55,5.7,90
1808.5,-1,-11,-12.2752,42,6.7,100
1809.5,2,-11,-12.2038,34,6.7,120
1810.5,4,-11,-12.4185,29,6.2,120
1811.5,5,-10,-11.1268,30,7.7,120
1812.5,7,-9,-10.2574,28,6.7,120
1813.5,8,-8,-8.94733,29,7.2,140
1814.5,9,-8,-8.99487,27,5.1,130
1815.5,9,-7,-8.08076,29,6.7,140
1816.5,9,-6,-6.80949,32,6.7,140
1817.5,8,-6,-6.9017,34,6.7,130
1818.5,7,-5,-5.67244,40,5.7,130
1819.5,7,-5,-5.67244,40,6.2,130
1820.5,6,-4,-4.45401,47,6.2,130
1821.5,6,-4,-4.45401,47,6.2,140
1822.5,5,-2,-2.3415,59,6.7,140
1823.5,5,-2,-2.3415,59,5.7,110
1824.5,4.3,-1.6,-1.90327,64,6.7,120
1825.5,4,-1,-1.16737,69,7.7,130
1826.5,3.4,-0.7,-0.789412,74,6.1,120
1827.5,3,0,0.0624814,81,4.6,100
1828.5,2,0,0.0666736,87,5.1,110
1829.5,3,0,0.0624814,81,6.7,120
1830.5,3,0,0.0624814,81,6.2,110
1831.5,3,0,0.0624814,81,4.6,120
1832.5,3,1,1.05057,87,4.6,120
1833.5,3,1,1.05057,87,5.7,110
1834.5,4,2,2.03441,87,5.1,120
1835.5,3,2,1.98018,93,5.1,120
1836.5,3,2,1.98018,93,4.1,130
1837.5,3,2,1.98018,93,4.6,120
1838.5,4,2,2.03441,87,4.1,90
1839.5,4,2,2.03441,87,3.6,90
1840.5,3,2,1.98018,93,4.6,60
1841.5,3,0,0.0624814,81,4.1,50
1842.5,3,0,0.0624814,81,3.6,60
1843.5,2,0,0.0666736,87,3.6,50
1844.5,0,-2,-2.21589,85,4.6,50
1845.5,0,-2,-2.21589,85,4.1,40
1846.5,0,-2,-2.21589,85,3.1,40
1847.5,2,-1,-1.08285,80,3.6,20
1848.5,2,-1,-1.08285,80,4.1,20
1849.5,2,-1,-1.08285,80,3.6,30
1850.5,1,-1,-1.07507,86,5.1,360
1851.5,1,-1,-1.07507,86,5.1,20
1852.5,1,-1,-1.07507,86,4.6,30
1853.5,1,-1,-1.07507,86,4.6,20
1854.5,1,-1,-1.07507,86,4.6,20
1855.5,1,-1,-1.07507,86,5.1,10
1856.5,2,-1,-1.08285,80,4.6,20
1857.5,2,-1,-1.08285,80,4.6,10
1858.5,2,-1,-1.08285,80,6.7,10
1859.5,0,-2,-2.21589,85,7.2,360
1860.5,2,-1,-1.08285,80,5.7,10
1861.5,2,-1,-1.08285,80,5.1,10
1862.5,2,0,0.0666736,87,6.7,10
1863.5,2,0,0.0666736,87,3.6,20
1864.5,2,-1,-1.08285,80,3.6,20
1865.5,2,0,0.0666736,87,5.1,40
1866.5,2,0,0.0666736,87,3.6,20
1867.5,2,-1,-1.08285,80,3.6,20
1868.5,2,-1,-1.08285,80,4.6,30
1869.5,2,-1,-1.08285,80,4.1,40
1870.5,2,-1,-1.08285,80,2.6,10
1871.5,1,-1,-1.07507,86,5.1,60
1872.5,1,-1,-1.07507,86,1,360
1873.5,1,-1,-1.07507,86,1,360
1874.5,1,-1,-1.07507,86,1.5,350
1875.5,1,-1,-1.07507,86,2.6,310
1876.5,2,-1,-1.08285,80,3.1,340
1877.5,2,-1,-1.08285,80,3.6,360
1878.5,1.4,-1.4,-1.66753,80,3.9,20
1879.5,2,-1,-1.08285,80,4.1,40
1880.5,2,0,0.0666736,87,2.6,30
1881.5,2,0,0.0666736,87,1.5,350
1882.5,3,0,0.0624814,81,2.6,320
1883.5,4,2,2.03441,87,4.1,320
1884.5,5,3,3.01818,87,2.6,20
1885.5,5,4,3.9632,93,2.6,40
1886.5,6,4,4.00188,87,3.1,40
1887.5,7,4,3.96465,81,1,360
1888.5,7,4,3.96465,81,1.5,60
1889.5,7,5,4.98552,87,2.1,100
1890.5,7,4,3.96465,81,0,0
1891.5,7,4,3.96465,81,2.6,70
1892.5,7,5,4.98552,87,3.1,80
1893.5,7,5,4.98552,87,2.1,90
1894.5,7,4,3.96465,81,2.6,90
1895.5,7,4,3.96465,81,0.5,360
1896.5,7,4,3.96465,81,0,0
1897.5,6,4,4.00188,87,0,0
1898.5,6,4,4.00188,87,1.5,40
1899.5,6,4,4.00188,87,1,360
1900.5,6,4,4.00188,87,1.5,60
1901.5,6,4,4.00188,87,0.5,360
1902.5,6,4,4.00188,87,0,0
1903.5,7,4,3.96465,81,1,360
1904.5,7,4,3.96465,81,2.1,110
1905.5,7,5,4.98552,87,1.5,100
1906.5,7,5,4.98552,87,1.5,140
1907.5,8,5,4.93995,81,2.1,100
1908.5,9,6,5.91515,81,1,360
1909.5,9,6,5.91515,81,1.5,100
1910.5,11,7,6.93289,76,3.6,70
1911.5,12,8,7.90038,76,2.6,90
1912.5,12,8,7.90038,76,2.6,80
1913.5,12,7,6.90453,71,3.1,80
1914.5,9,6,5.91515,81,3.6,80
1915.5,7,5,4.98552,87,3.6,100
1916.5,7,5,4.98552,87,3.1,90
1917.5,8,6,5.96908,87,4.6,100
1918.5,8,5,4.93995,81,3.1,120
1919.5,8,5,4.93995,81,4.6,130
1920.5,8,5,4.93995,81,4.6,140
1921.5,6,4,4.00188,87,3.1,120
1922.5,5,4,3.9632,93,2.1,120
1923.5,6,4,4.00188,87,2.1,100
1924.5,6,4,4.00188,87,3.1,100
1925.5,7,4,3.96465,81,2.6,120
1926.5,7,5,4.98552,87,3.6,120
1927.5,8,6,5.96908,87,4.1,160
1928.5,10,8,7.93603,87,6.2,140
1929.5,12,9,9.02194,82,6.2,150
1930.5,14,10,10.0303,77,4.6,170
1931.5,18,10,9.86414,59,3.6,200
1932.5,18,10,9.86414,59,1.5,160
1933.5,18,9,9.08751,56,2.6,170
1934.5,17,9,8.92665,59,1.5,130
1935.5,17,9,8.92665,59,2.1,170
1936.5,17,9,8.92665,59,2.6,120
1937.5,16,10,10.0943,68,3.6,110
1938.5,14,9,9.03064,72,3.1,150
1939.5,14,9,9.03064,72,2.1,130
1940.5,12,9,9.02194,82,3.1,110
1941.5,12,9,9.02194,82,2.1,120
1942.5,12,9,9.02194,82,3.1,100
1943.5,12,9,9.02194,82,3.1,110
1944.5,11,8,8.04561,82,2.6,130
1945.5,11,8,8.04561,82,2.1,130
1946.5,9,8,7.92882,93,3.1,120
1947.5,10,8,7.93603,87,4.1,90
1948.5,9,7,6.95259,87,3.6,90
1949.5,9,7,6.95259,87,4.1,80
1950.5,9,7,6.95259,87,4.6,80
1951.5,10,8,7.93603,87,6.2,100
1952.5,10,8,7.93603,87,5.1,110
1953.5,13,9,9.06149,77,5.7,120
1954.5,16,10,10.0943,68,6.2,110
1955.5,19,11,11.0545,60,7.7,120
1956.5,20,10,10.1236,53,10.3,140
1957.5,20,10,10.1236,53,9.3,120
1958.5,20,9,8.95513,49,10.3,120
1959.5,20,8,8.02239,46,7.7,110
1960.5,19,9,8.91608,52,5.7,130
1961.5,18,9,9.08751,56,5.1,120
1962.5,17,9,8.92665,59,5.7,120
1963.5,15,9,8.92053,67,5.7,110
1964.5,15,10,9.99147,72,7.7,110
1965.5,15,10,9.99147,72,4.6,140
1966.5,15,10,9.99147,72,3.6,190
1967.5,13,10,9.99819,82,1.5,240
1968.5,12,9,9.02194,82,2.1,100
1969.5,12,9,9.02194,82,3.6,110
1970.5,12,10,10.0735,88,5.7,110
1971.5,12,10,10.0735,88,4.1,100
1972.5,10,8,7.93603,87,0.5,360
1973.5,10,8,7.93603,87,1.5,120
1974.5,10,8,7.93603,87,1,360
1975.5,12,10,10.0735,88,5.7,230
1976.5,13,11,11.0581,88,5.7,240
1977.5,15,12,11.9504,82,4.1,240
1978.5,17,12,11.9127,72,6.2,240
1979.5,19,13,12.9555,68,7.7,220
1980.5,19,13,12.9555,68,8.7,250
1981.5,19,14,14.046,73,6.2,240
1982.5,18,13,13.0842,73,9.8,260
1983.5,17,12,11.9127,72,9.3,260
1984.5,16,10,10.0943,68,10.3,280
1985.5,15,10,9.99147,72,7.2,290
1986.5,12,9,9.02194,82,5.7,300
1987.5,10,8,7.93603,87,5.1,290
1988.5,9,7,6.95259,87,2.6,250
1989.5,7,5,4.98552,87,2.6,260
1990.5,8,5,4.93995,81,1.5,250
1991.5,7,5,4.98552,87,3.1,260
1992.5,6,4,4.00188,87,2.6,280
1993.5,6,4,4.00188,87,2.6,300
1994.5,5,2,2.01377,81,4.6,320
1995.5,4,1,1.03817,81,2.6,300
1996.5,3,0,0.0624814,81,2.1,270
1997.5,3,0,0.0624814,81,3.1,280
1998.5,4,-1,-1.16737,69,3.1,290
1999.5,7,2,1.90602,70,0.5,360
2000.5,10,3,3.05589,62,3.1,310
2001.5,13,2,1.95042,47,3.6,320
2002.5,15,1,1.15589,39,5.1,310
2003.5,16,1,0.933647,36,3.6,320
2004.5,18,0,0.162778,30,4.1,260
2005.5,18,0,0.162778,30,6.2,280
2006.5,19,1,1.02789,30,5.1,270
2007.5,19,1,1.02789,30,7.2,280
2008.5,18,1,1.05557,32,5.1,250
2009.5,17,2,1.81819,36,5.7,260
2010.5,13,2,1.95042,47,2.6,230
2011.5,12,2,1.8986,50,2.6,240
2012.5,10.9,2.2,2.21452,55,2.8,240
2013.5,10,2.3,2.35766,59,2.9,230
2014.5,9.4,2.7,2.71408,63,3.1,230
2015.5,8.7,2.9,2.91641,67,3.3,220
2016.5,7.6,2.8,2.87777,72,3.4,220
2017.5,7,3,3.06163,76,3.6,210
2018.5,7.2,2.8,2.87867,74,3.8,200
2019.5,7.6,3,3.07239,73,3.9,200
2020.5,8,3,3.06486,71,4.1,190
2021.5,9.2,3,2.96487,65,5.1,190
2022.5,10.9,3.2,3.20288,59,6.1,190
2023.5,13.7,4.1,4.02033,52,7.2,190
2024.5,17,5,4.9776,45,8.2,190
2025.5,18.6,6,6.10387,44,8.7,200
2026.5,20.2,7.2,7.21485,43,9.2,210
2027.5,21.3,8.1,8.20666,43,9.8,220
2028.5,22.2,9.1,9.01782,43,10.3,230
2029.5,23,10,10.082,44,10.8,240
2030.5,21.7,7.8,7.86561,41,9.9,260
2031.5,19.9,5.4,5.52906,39,9,270
2032.5,18,3.4,3.46588,38,8,290
2033.5,15.2,1.3,1.33457,39,7.1,300
2034.5,12,-1,-1.18166,40,6.2,320
2035.5,10.5,-0.9,-0.930368,45,5.5,320
2036.5,9.1,-1,-1.04869,49,4.9,330
2037.5,7.9,-1.1,-1.3464,52,4.3,330
2038.5,7,-1,-1.17443,56,3.6,330
2039.5,6.2,-1.1,-1.21317,59,3.7,320
2040.5,5.1,-1.5,-1.79642,61,3.9,310
2041.5,4.4,-1.7,-2.0216,63,4,300
2042.5,3.7,-1.9,-2.05747,66,4.2,300
2043.5,3.2,-1.7,-1.93358,69,4.3,290
2044.5,2.7,-1.8,-2.02658,71,4.5,280
2045.5,2,-2,-2.32507,73,4.6,270
2046.5,3.7,-1.9,-2.05747,66,5.5,270
2047.5,6.6,-1.2,-1.30749,57,6.4,280
2048.5,9.9,-0.4,-0.595928,48,7.3,280
2049.5,13,0,0.0548752,41,8.2,280
2050.5,14.4,-0.6,-0.868005,35,9.5,280
2051.5,15.3,-1.4,-1.73149,31,10.9,280
2052.5,16.1,-2.2,-2.41627,28,12.2,290
2053.5,16.7,-3,-3.42568,25,13.6,290
2054.5,17,-4,-4.28316,23,14.9,290
2055.5,17,-3,-3.17129,25,12.9,300
2056.5,17,-3,-3.17129,25,12.9,290
2057.5,16,-3,-3.49658,26,12.9,300
2058.5,13,-3,-3.30937,32,6.2,310
2059.5,11,-5,-5.47633,31,13.4,350
2060.5,5,-3,-3.28498,55,8.7,350
2061.5,2,-6,-6.81546,52,9.8,350
2062.5,0,-7,-7.95272,55,9.8,340
2063.5,-3,-9,-9.65964,60,8.7,340
2064.5,-3,-9,-9.65964,60,7.7,340
2065.5,-3,-9,-9.65964,60,9.8,350
2066.5,-4,-8,-8.46924,71,7.2,340
2067.5,-4,-8,-8.46924,71,7.2,330
2068.5,-5,-8,-8.39708,77,5.7,330
2069.5,-5,-8,-8.39708,77,5.7,330
2070.5,-3,-7,-7.5072,71,6.2,330
2071.5,-1,-6,-6.53803,66,7.2,350
2072.5,2,-4,-4.5087,62,6.2,360
2073.5,4,-3,-3.28203,59,5.1,330
2074.5,6.2,-2.4,-2.66518,53,5.6,340
2075.5,8,-2,-2.33882,48,6.2,340
2076.5,9,-3,-3.54567,41,7.2,330
2077.5,11,-3,-3.49531,36,6.2,340
2078.5,12,-3,-3.37567,34,6.2,360
2079.5,13,-3,-3.30937,32,4.1,10
2080.5,12,-3,-3.37567,34,5.1,360
2081.5,12,-3,-3.37567,34,3.6,360
2082.5,10,-4,-4.38234,36,2.1,10
2083.5,8,-4,-4.44673,41,2.6,30
2084.5,6,-4,-4.45401,47,1,360
2085.5,6,-4,-4.45401,47,2.6,50
2086.5,5,-4,-4.55382,50,2.1,60
2087.5,4,-4,-4.4614,54,2.1,60
2088.5,2,-4,-4.5087,62,3.1,60
2089.5,2,-4,-4.5087,62,1.5,80
2090.5,0,-5,-5.58437,66,2.6,80
2091.5,1,-3,-3.47385,72,3.6,70
2092.5,0,-4,-4.4368,72,2.1,90
2093.5,-1,-5,-5.58359,71,2.1,70
2094.5,0,-3,-3.37107,78,2.6,70
2095.5,5,0,-0.0119085,70,1.5,110
2096.5,9,0,-0.0661169,53,3.6,100
2097.5,9,-1,-1.14064,49,4.1,120
2098.5,11,0,0.122191,47,2.1,70
2099.5,12,-1,-1.18166,40,4.1,100
2100.5,13,0,0.0548752,41,3.6,70
2101.5,14,0,-0.0954821,38,4.6,90
2102.5,15,0,0.0486857,36,2.1,80
2103.5,14,0,-0.0954821,38,4.1,70
2104.5,14,0,-0.0954821,38,2.1,70
2105.5,14,0,-0.0954821,38,3.1,80
2106.5,10,-1,-1.08606,46,3.1,50
2107.5,8,-1,-1.25379,52,3.6,50
2108.5,8,-1,-1.25379,52,3.1,60
2109.5,8,-1,-1.25379,52,2.1,60
2110.5,8,-1,-1.25379,52,2.6,50
2111.5,8,-1,-1.25379,52,2.6,50
2112.5,7,-1,-1.17443,56,2.6,50
2113.5,7,-1,-1.17443,56,2.6,60
2114.5,7,-1,-1.17443,56,2.6,60
2115.5,4,-1,-1.16737,69,2.6,50
2116.5,5,-1,-1.23875,64,1.5,60
2117.5,5,-1,-1.23875,64,1.5,60
2118.5,7,-1,-1.17443,56,0.5,360
2119.5,9,1,0.938943,57,1,360
2120.5,12,1,1.03647,47,0,0
2121.5,13,1,1.03122,44,2.1,70
2122.5,14,0,-0.0954821,38,2.6,30
2123.5,15,-1,-1.14333,33,4.6,10
2124.5,15,-1,-1.14333,33,3.6,60
2125.5,15,-1,-1.14333,33,4.6,50
2126.5,16,-1,-1.12268,31,3.6,350
2127.5,17,-1,-1.16573,29,3.6,350
2128.5,17,-2,-2.1356,27,3.1,10
2129.5,15,-2,-2.4354,30,2.6,20
2130.5,14,-3,-3.3024,30,1.5,20
2131.5,10,-2,-2.32021,42,2.1,80
2132.5,9,-2,-2.29577,45,1.5,140
2133.5,8,-3,-3.50708,44,1,360
2134.5,7,-3,-3.25659,48,1,360
2135.5,6,-3,-3.36657,51,2.1,220
2136.5,7,-3,-3.25659,48,2.6,200
2137.5,5,-2,-2.3415,59,1.5,250
2138.5,6,-3,-3.36657,51,1.5,210
2139.5,5,-3,-3.28498,55,2.6,250
2140.5,3,-3,-3.34852,63,3.1,270
2141.5,3,-2,-2.32233,68,3.6,300
2142.5,3,-2,-2.32233,68,0.5,360
2143.5,7,0,-0.00322331,61,3.1,310
2144.5,12,2,1.8986,50,4.6,360
2145.5,14,2,1.93785,44,5.1,10
2146.5,15,2,1.85292,41,3.1,360
2147.5,17,3,2.94198,39,5.7,10
2148.5,17,3,2.94198,39,4.1,340
2149.5,18,2,1.90035,34,4.1,330
2150.5,18,3,3.08866,37,2.6,350
2151.5,17,2,1.81819,36,3.6,330
2152.5,17,0,0.18349,32,4.1,330
2153.5,15,0,0.0486857,36,4.1,330
2154.5,14,0,-0.0954821,38,3.1,340
2155.5,13,-1,-0.986814,38,3.6,360
2156.5,12,-1,-1.18166,40,4.6,10
2157.5,10,-1.2,-2.97683,40,4.3,10
2158.5,8,-1.5,-3.81381,43,4,300
2159.5,6,-1.8,-1.86932,57,3.7,230
2160.5,4,-2,1.70926,85,3.5,260
2161.5,2,-2.3,0.224159,88,3.2,250
2162.5,0,-2.6,-1.14206,92,2.9,240
2163.5,-2,-3,-3.12297,92,2.6,250
2164.5,-2,-3,-3.12297,92,2.1,240
2165.5,-2,-3,-3.12297,92,2.1,240
2166.5,-1,-2,-2.1325,92,3.1,240
2167.5,1.6,-0.9,-0.971159,83,3.8,240
2168.5,4.4,0.1,0.176068,74,4.4,240
2169.5,7,1,1.08597,66,5.1,240
2170.5,8.9,2,2.01657,62,3.5,110
2171.5,8.9,1.8,1.78918,61,4.6,110
2172.5,8.8,1.5,1.46434,60,5.4,120
2173.5,8.7,2.5,2.48978,65,4.7,130
2174.5,7.6,2.5,2.48127,70,4.5,140
2175.5,6.6,2.5,2.48811,75,3.8,140
2176.5,5,3,3.01818,87,5.1,130
2177.5,5,3,3.01818,87,5.1,120
2178.5,5,3,3.01818,87,5.1,110
2179.5,5,3,3.01818,87,4.1,100
2180.5,5,3,3.01818,87,3.6,80
2181.5,4,2,2.03441,87,3.6,100
2182.5,4,2,2.03441,87,4.1,110
2183.5,3,2,1.98018,93,4.1,110
2184.5,2,1,0.98862,93,4.1,90
2185.5,1,0,-0.00297652,93,2.1,110
2186.5,2,0,0.0666736,87,3.1,140
2187.5,2,0,0.0666736,87,3.1,140
2188.5,2,0,0.0666736,87,3.1,130
2189.5,2,0,0.0666736,87,3.6,140
2190.5,3.3,1.1,1.02245,85,2.6,160
2191.5,5,2,2.01377,81,1.5,170
2192.5,8,4,4.02963,76,1,360
2193.5,10,4,3.94187,66,2.1,320
2194.5,13,5,4.92896,58,3.1,40
2195.5,14,5,5.10043,55,4.1,40
2196.5,15,5,4.94311,51,4.6,60
2197.5,16,5,4.99203,48,4.6,70
2198.5,17,5,4.9776,45,3.6,80
2199.5,17,4,3.99189,42,4.6,70
2200.5,17,5,4.9776,45,6.2,50
2201.5,15,5,4.94311,51,7.2,60
2202.5,12,5,4.9449,62,5.1,50
2203.5,12,5,4.9449,62,8.2,60
2204.5,10,5,4.985,71,8.7,50
2205.5,8,3,3.06486,71,10.8,50
2206.5,7,2,1.90602,70,7.7,60
2207.5,6,0,-0.0765439,65,7.7,60
2208.5,5,1,0.94135,75,8.7,70
2209.5,5,1,0.94135,75,8.2,70
2210.5,5,1,0.94135,75,7.7,70
2211.5,5,1,0.94135,75,9.8,80
2212.5,5,0,-0.0119085,70,9.3,80
2213.5,4,0,-0.0255505,75,8.7,80
2214.5,4,-1,-1.16737,69,9.8,80
2215.5,5,-2,-2.3415,59,9.3,90
2216.5,4,0,-0.0255505,75,8.7,70
2217.5,3,2,1.98018,93,7.2,70
2218.5,4,2,2.03441,87,10.3,60
2219.5,5,4,3.9632,93,10.8,70
2220.5,8,4,4.02963,76,8.7,80
2221.5,8,3,3.06486,71,9.3,80
2222.5,9,3,2.99009,66,7.7,80
2223.5,9,3,2.99009,66,7.2,90
2224.5,9,3,2.99009,66,7.2,80
2225.5,9,3,2.99009,66,6.7,80
2226.5,9,3,2.99009,66,6.7,80
2227.5,9,2,1.88349,61,6.2,70
2228.5,9,2,1.88349,61,6.2,60
2229.5,9,3,2.99009,66,8.2,60
2230.5,8,3,3.06486,71,8.2,70
2231.5,7.1,1.9,1.80068,69,6.4,80
2232.5,6.8,2.2,2.10823,72,8,90
2233.5,6.4,2.1,2.10661,74,6.7,90
2234.5,6.1,2.4,2.37369,77,6.5,90
2235.5,5.2,2.8,2.71983,84,6.7,90
2236.5,4.9,2.1,2.08794,82,6.2,90
2237.5,4,2,2.03441,87,5.7,90
2238.5,4,2,2.03441,87,6.2,90
2239.5,7,3,3.06163,76,8.2,100
2240.5,9,3,2.99009,66,7.7,100
2241.5,12,4,3.99219,58,8.2,110
2242.5,14,5,5.10043,55,9.3,110
2243.5,17,5,4.9776,45,8.2,110
2244.5,18,7,7.12229,49,9.8,100
2245.5,18,7,7.12229,49,9.3,100
2246.5,19,8,8.03886,49,8.7,110
2247.5,19,8,8.03886,49,8.7,110
2248.5,18,8,7.99296,52,6.2,120
2249.5,17,9,8.92665,59,6.7,110
2250.5,16,9,8.95724,63,5.1,110
2251.5,15,9,8.92053,67,4.6,110
2252.5,15,9,8.92053,67,5.7,120
2253.5,15,8,8.01188,63,7.7,120
2254.5,14,9,9.03064,72,7.7,120
2255.5,14,9,9.03064,72,4.6,130
2256.5,15,9,8.92053,67,7.2,140
2257.5,15,9,8.92053,67,5.7,140
2258.5,15,10,9.99147,72,6.2,140
2259.5,14,11,10.9743,82,5.1,130
2260.5,14,11,10.9743,82,5.1,140
2261.5,14,11,10.9743,82,5.1,140
2262.5,14,12,12.0426,88,5.7,160
2263.5,15,13,13.0271,88,4.6,180
2264.5,15,14,14.0412,94,4.6,160
2265.5,17,15,14.9959,88,7.7,180
2266.5,18,16,15.9802,88,6.2,190
2267.5,19,17,16.9644,88,6.2,190
2268.5,19,17,16.9644,88,6.7,180
2269.5,20,18,17.9486,88,4.1,160
2270.5,19,17,16.9644,88,4.6,170
2271.5,19,17,16.9644,88,4.6,170
2272.5,17,16,16.026,94,2.6,280
2273.5,17,15,14.9959,88,4.6,290
2274.5,15,14,14.0412,94,3.6,300
2275.5,14,13,13.0488,94,3.6,300
2276.5,13,12,12.0563,94,2.1,320
2277.5,13,12,12.0563,94,2.1,320
2278.5,12,12,12,100,1,360
2279.5,13,12,12.0563,94,2.6,30
2280.5,12,11,11.0638,94,3.6,50
2281.5,12,10,10.0735,88,4.1,50
2282.5,12,10,10.0735,88,4.6,70
2283.5,12,10,10.0735,88,5.1,70
2284.5,11,10,10.0713,94,6.7,60
2285.5,11,10,10.0713,94,6.2,70
2286.5,10,9,8.92014,93,6.7,70
2287.5,10,9,8.92014,93,7.7,50
2288.5,10,9,8.92014,93,6.7,70
2289.5,10,9,8.92014,93,7.7,70
2290.5,11,10,10.0713,94,5.7,100
2291.5,12,12,12,100,6.2,90
2292.5,14,13,13.0488,94,4.6,90
2293.5,15,14,14.0412,94,5.1,90
2294.5,17,15,14.9959,88,3.6,80
2295.5,18,17,17.0183,94,3.1,110
2296.5,20,19,19.003,94,6.7,140
2297.5,20,19,19.003,94,8.7,170
2298.5,20,17,17.0207,83,5.1,150
2299.5,20,17,17.0207,83,10.8,140
2300.5,20,17,17.0207,83,8.7,140
2301.5,20,17,17.0207,83,6.2,180
2302.5,20,17,17.0207,83,7.7,150
2303.5,20,16,16.0425,78,9.8,160
2304.5,21,14,13.9236,64,12.3,170
2305.5,21,14,13.9236,64,13.9,180
2306.5,20,10,10.1236,53,16.5,200
2307.5,18.5,8.9,9.01284,54,15.5,210
2308.5,17,8,7.89086,55,14.4,210
2309.5,15,8,8.01188,63,12.9,210
2310.5,16,7,6.96098,55,13.9,210
2311.5,17,8,7.89086,55,14.9,220
2312.5,18,8,7.99296,52,17,240
2313.5,18,8,7.99296,52,13.9,240
2314.5,19,8,8.03886,49,14.4,240
2315.5,20,8,8.02239,46,17.5,240
2316.5,22,8,8.13445,41,18,240
2317.5,23,8,7.9087,38,14.9,260
2318.5,23,8,7.9087,38,13.4,240
2319.5,23,7,7.11679,36,11.8,250
2320.5,22,8,8.13445,41,11.8,270
2321.5,20,5,4.86139,37,10.8,270
2322.5,15,6,6.03084,55,8.2,300
2323.5,13,5,4.92896,58,5.1,310
2324.5,12,6,6.06232,67,5.1,340
2325.5,9,5,4.99751,76,4.6,330
2326.5,8,4,4.02963,76,2.1,20
2327.5,6,3,2.98926,81,0,0
2328.5,4,3,2.97171,93,2.1,150
2329.5,5,3,3.01818,87,0.5,360
2330.5,5,3,3.01818,87,1.5,50
